School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,enhanced_corpus,subject_keywords,grade_category,quality_score,final_corpus
1,NSW,12,ENGLISH,9781840222654,8474401.0,Collected stories of Katherine Mansfield,"Mansfield, Katherine,  1888-1923",1945-2012,"Book, Audio book, Book/Illustrated, Book/Braille",15.8017578125,very relevant,url,restricted,http://catalog.hathitrust.org/api/volumes/oclc/74522013.html,1945.0,"Mansfield, Katherine, 1888-1923",Book/Illustrated,1940.0,"9781840222654 Collected stories of Katherine Mansfield Mansfield, Katherine, 1888-1923 Book/Illustrated",0.9033816425120772,0.3477593268685117,The Collected Stories of Katherine Mansfield,,Katherine Mansfield,Wordsworth Editions,2006,"This collection allows the reader to become familiar with the complete range of Mansfield's work from the early, satirical stories set in Bavaria, through the luminous recollections of her childhood in New Zealand, and through the mature, deeply felt stories of her last years.",694.0,Fiction,5.0,1.0,en,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 fiction fiction fiction the collected stories of katherine mansfield the collected stories of katherine mansfield wordsworth editions this collection allows the reader to become familiar with the complete range of mansfield's work from the early, satirical stories set in bavaria, through the luminous recollections of her childhood in new zealand, and through the mature, deeply felt stories of her last years. australia australian nsw 9781840222654 collected stories of katherine mansfield mansfield, katherine, 1888-1923 book/illustrated katherine mansfield",english literature writing reading language literacy,senior_secondary vce_hsc,0.7625570484690294,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 fiction fiction fiction the collected stories of katherine mansfield the collected stories of katherine mansfield wordsworth editions this collection allows the reader to become familiar with the complete range of mansfield's work from the early, satirical stories set in bavaria, through the luminous recollections of her childhood in new zealand, and through the mature, deeply felt stories of her last years. australia australian nsw 9781840222654 collected stories of katherine mansfield mansfield, katherine, 1888-1923 book/illustrated katherine mansfield english literature writing reading language literacy senior_secondary vce_hsc"
34,QLD,12,ENGLISH,9780812979329,172486884.0,Behind the beautiful forevers / Katherine Boo,"Boo, Katherine",2011-2018,"Book, Audio book, Book/Large print, Article/Journal or magazine article, Article",20.52884292602539,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1007633916-t,2011.0,"Boo, Katherine",Audio Book,2010.0,"9780812979329 Behind the beautiful forevers / Katherine Boo Boo, Katherine Audio Book",0.9830917874396136,0.515548921960277,Behind the Beautiful Forevers,"Life, death, and hope in a Mumbai undercity",Katherine Boo,Random House Trade Paperbacks,2014-04-08,"NEW YORK TIMES BESTSELLER • NATIONAL BOOK AWARD WINNER • ONE OF TIME’S TEN BEST NONFICTION BOOKS OF THE DECADE • ONE OF THE NEW YORK TIMES’S 100 BEST BOOKS OF THE 21ST CENTURY “Inspiring . . . extraordinary . . . [Katherine Boo] shows us how people in the most desperate circumstances can find the resilience to hang on to their humanity. Just as important, she makes us care.”—People “A tour de force of social justice reportage and a literary masterpiece.”—Judges, PEN/John Kenneth Galbraith Award ONE OF THE TEN BEST BOOKS OF THE YEAR BY The New York Times • The Washington Post • O: The Oprah Magazine • USA Today • New York • The Miami Herald • San Francisco Chronicle • Newsday In this breathtaking book by Pulitzer Prize winner Katherine Boo, a bewildering age of global change and inequality is made human through the dramatic story of families striving toward a better life in Annawadi, a makeshift settlement in the shadow of luxury hotels near the Mumbai airport. As India starts to prosper, the residents of Annawadi are electric with hope. Abdul, an enterprising teenager, sees “a fortune beyond counting” in the recyclable garbage that richer people throw away. Meanwhile Asha, a woman of formidable ambition, has identified a shadier route to the middle class. With a little luck, her beautiful daughter, Annawadi’s “most-everything girl,” might become its first female college graduate. And even the poorest children, like the young thief Kalu, feel themselves inching closer to their dreams. But then Abdul is falsely accused in a shocking tragedy; terror and global recession rock the city; and suppressed tensions over religion, caste, sex, power, and economic envy turn brutal. With intelligence, humor, and deep insight into what connects people to one another in an era of tumultuous change, Behind the Beautiful Forevers, based on years of uncompromising reporting, carries the reader headlong into one of the twenty-first century’s hidden worlds—and into the hearts of families impossible to forget. WINNER OF: The PEN Nonfiction Award • The Los Angeles Times Book Prize • The American Academy of Arts and Letters Award • The New York Public Library’s Helen Bernstein Book Award NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New Yorker • People • Entertainment Weekly • The Wall Street Journal • The Boston Globe • The Economist • Financial Times • Foreign Policy • The Seattle Times • The Nation • St. Louis Post-Dispatch • The Denver Post • Minneapolis Star Tribune • The Week • Kansas City Star • Slate • Publishers Weekly",289.0,Social Science,,,en,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 social science social science social science behind the beautiful forevers behind the beautiful forevers random house trade paperbacks new york times bestseller • national book award winner • one of time’s ten best nonfiction books of the decade • one of the new york times’s 100 best books of the 21st century “inspiring . . . extraordinary . . . [katherine boo] shows us how people in the most desperate circumstances can find the resilience to hang on to their humanity. just as important, she makes us care.”—people “a tour de force of social justice reportage and a literary masterpiece.”—judges, pen/john kenneth galbraith award one of the ten best books of the year by the new york times • the washington post • o: the oprah magazine • usa today • new york • the miami herald • san francisco chronicle • newsday in this breathtaking book by pulitzer prize winner katherine boo, a bewildering age of global change and inequality  life, death, and hope in a mumbai undercity australia australian qld 9780812979329 behind the beautiful forevers / katherine boo boo, katherine audio book katherine boo",english literature writing reading language literacy,senior_secondary vce_hsc,0.9749320354699944,"english english english english english english year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 social science social science social science behind the beautiful forevers behind the beautiful forevers random house trade paperbacks new york times bestseller • national book award winner • one of time’s ten best nonfiction books of the decade • one of the new york times’s 100 best books of the 21st century “inspiring . . . extraordinary . . . [katherine boo] shows us how people in the most desperate circumstances can find the resilience to hang on to their humanity. just as important, she makes us care.”—people “a tour de force of social justice reportage and a literary masterpiece.”—judges, pen/john kenneth galbraith award one of the ten best books of the year by the new york times • the washington post • o: the oprah magazine • usa today • new york • the miami herald • san francisco chronicle • newsday in this breathtaking book by pulitzer prize winner katherine boo, a bewildering age of global change and inequality  life, death, and hope in a mumbai undercity australia australian qld 9780812979329 behind the beautiful forevers / katherine boo boo, katherine audio book katherine boo english literature writing reading language literacy senior_secondary vce_hsc"
12,WA,12,PSYCHOLOGY,9780170419901,236660512.0,"Psychology WA ATAR :  self and others, units 3 & 4 /  Elizabth Conocono ; Colleen Hackett","Conocono, Elizabeth.",2017-2019,"Book, Book/Illustrated",7.633111000061035,very relevant,,,,2017.0,"Conocono, Elizabeth.",Book/Illustrated,2010.0,"9780170419901 Psychology WA ATAR :  self and others, units 3 & 4 /  Elizabth Conocono ; Colleen Hackett Conocono, Elizabeth. Book/Illustrated",0.9903381642512076,0.0578102550430225,Psychology WA ATAR: Self and Others Units 3 and 4 Workbook,,Elizabeth Conocono,,2019-06-28,"Psychology WA ATAR: Self and Others Units 3 & 4 Workbook supports students learning development while studying the Psychology ATAR course in Western Australia. The workbook complements the student book, which comprehensively covers the syllabus by dividing chapters into key areas of Self and Others to present key knowledge and understanding to students. The workbook is fully updated for each year level and allows students to consolidate learning and prepare for assessment. NelsonNet resources available* Teacher Resources: ' Student book answers ' Workbook answers ' Chapter PDFs ' Syllabus mapping ' Teaching programs Student Resources: ' Review questions worksheets ' Worksheet answers *Complimentary access to NelsonNet is available to teachers who use the accompanying student book as a core resource in their classroom. Contact your local education consultant for access codes and conditions.",,,,,en,"psychology psychology psychology psychology psychology psychology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 psychology wa atar: self and others units 3 and 4 workbook psychology wa atar: self and others units 3 and 4 workbook psychology wa atar: self and others units 3 & 4 workbook supports students learning development while studying the psychology atar course in western australia. the workbook complements the student book, which comprehensively covers the syllabus by dividing chapters into key areas of self and others to present key knowledge and understanding to students. the workbook is fully updated for each year level and allows students to consolidate learning and prepare for assessment. nelsonnet resources available* teacher resources: ' student book answers ' workbook answers ' chapter pdfs ' syllabus mapping ' teaching programs student resources: ' review questions worksheets ' worksheet answers *complimentary access to nelsonnet is available to teachers who use the accompanying student book as a core australia australian wa 9780170419901 psychology wa atar :  self and others, units 3 & 4 /  elizabth conocono ; colleen hackett conocono, elizabeth. book/illustrated elizabeth conocono",,senior_secondary vce_hsc,0.9524074209647114,"psychology psychology psychology psychology psychology psychology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 psychology wa atar: self and others units 3 and 4 workbook psychology wa atar: self and others units 3 and 4 workbook psychology wa atar: self and others units 3 & 4 workbook supports students learning development while studying the psychology atar course in western australia. the workbook complements the student book, which comprehensively covers the syllabus by dividing chapters into key areas of self and others to present key knowledge and understanding to students. the workbook is fully updated for each year level and allows students to consolidate learning and prepare for assessment. nelsonnet resources available* teacher resources: ' student book answers ' workbook answers ' chapter pdfs ' syllabus mapping ' teaching programs student resources: ' review questions worksheets ' worksheet answers *complimentary access to nelsonnet is available to teachers who use the accompanying student book as a core australia australian wa 9780170419901 psychology wa atar :  self and others, units 3 & 4 /  elizabth conocono ; colleen hackett conocono, elizabeth. book/illustrated elizabeth conocono  senior_secondary vce_hsc"
12,WA,12,DESIGN AND TECHNOLOGY,9780833083982,190819503.0,"Autonomous vehicle technology : a guide for policymakers / James M. Anderson, Nidhi Kalra, Karlyn D. Stanley, Paul Sorensen, Constantine Samaras, Oluwatobi A. Oluwatola","Anderson, James M.",2014,"Article/Report, Article, Book, Book/Illustrated",9.91048812866211,very relevant,url,restricted,http://libweb.ben.edu/login?url=http://www.jstor.org/stable/10.7249/j.ctt5hhwgz,2014.0,"Anderson, James M.",Book/Illustrated,2010.0,"9780833083982 Autonomous vehicle technology : a guide for policymakers / James M. Anderson, Nidhi Kalra, Karlyn D. Stanley, Paul Sorensen, Constantine Samaras, Oluwatobi A. Oluwatola Anderson, James M. Book/Illustrated",0.9867149758454108,0.1386465795648465,Autonomous Vehicle Technology,A Guide for Policymakers,"James M. Anderson, Nidhi Kalra, Karlyn D. Stanley, Paul Sorensen, Constantine Samaras, Oluwatobi A. Oluwatola",Rand Corporation,2014-01-10,"Autonomous vehicle technology has the potential to significantly improve social welfare. This report addresses the numerous legislative, regulatory, and liability issues this technology will raise.",215.0,Business & Economics,,,en,"design and technology design and technology design and technology design and technology design and technology design and technology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 business & economics business & economics business & economics autonomous vehicle technology autonomous vehicle technology rand corporation autonomous vehicle technology has the potential to significantly improve social welfare. this report addresses the numerous legislative, regulatory, and liability issues this technology will raise. a guide for policymakers australia australian wa 9780833083982 autonomous vehicle technology : a guide for policymakers / james m. anderson, nidhi kalra, karlyn d. stanley, paul sorensen, constantine samaras, oluwatobi a. oluwatola anderson, james m. book/illustrated james m. anderson, nidhi kalra, karlyn d. stanley, paul sorensen, constantine samaras, oluwatobi a. oluwatola",,senior_secondary vce_hsc,0.9562680777705128,"design and technology design and technology design and technology design and technology design and technology design and technology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 business & economics business & economics business & economics autonomous vehicle technology autonomous vehicle technology rand corporation autonomous vehicle technology has the potential to significantly improve social welfare. this report addresses the numerous legislative, regulatory, and liability issues this technology will raise. a guide for policymakers australia australian wa 9780833083982 autonomous vehicle technology : a guide for policymakers / james m. anderson, nidhi kalra, karlyn d. stanley, paul sorensen, constantine samaras, oluwatobi a. oluwatola anderson, james m. book/illustrated james m. anderson, nidhi kalra, karlyn d. stanley, paul sorensen, constantine samaras, oluwatobi a. oluwatola  senior_secondary vce_hsc"
31,QLD,12,LEGAL STUDIES,9780974839165,,,,,,,,,,,,Unknown,Unknown,,9780974839165,0.5,0.5,Leading Schools Legally,A Practical Anthology of School Law,David J. Emmert,Power Pub,2005,"This innovative and practical text focuses on critical legal topics facing secondary school boards, administrators, faculty, and the various constituencies that interact with schools on a legal basis. Written with a national scope, the anthology is a valuable resource to schools and those who interact with schools anywhere in the United States. Written to be paired with the state-specific supplement, this anthology uses relevant case law examples to address the following areas:¿ The system: Sources of legal authority ¿ Common law of torts ¿ School employee constitutional rights ¿ Termination of employment ¿ Employment discrimination ¿ Student due process and discipline ¿ Student search and seizure ¿ Student expression and the First Amendment ¿ Student equality issues ¿ Students with disabilities ¿ Attendance and instruction ¿ First Amendment religion clauses ¿ Collective bargaining",0.0,Educational law and legislation,,,en,"legal studies legal studies legal studies legal studies legal studies legal studies year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 educational law and legislation educational law and legislation educational law and legislation leading schools legally leading schools legally power pub this innovative and practical text focuses on critical legal topics facing secondary school boards, administrators, faculty, and the various constituencies that interact with schools on a legal basis. written with a national scope, the anthology is a valuable resource to schools and those who interact with schools anywhere in the united states. written to be paired with the state-specific supplement, this anthology uses relevant case law examples to address the following areas:¿ the system: sources of legal authority ¿ common law of torts ¿ school employee constitutional rights ¿ termination of employment ¿ employment discrimination ¿ student due process and discipline ¿ student search and seizure ¿ student expression and the first amendment ¿ student equality issues ¿ students with disabi a practical anthology of school law australia australian qld 9780974839165 david j. emmert",,senior_secondary vce_hsc,0.65,"legal studies legal studies legal studies legal studies legal studies legal studies year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 educational law and legislation educational law and legislation educational law and legislation leading schools legally leading schools legally power pub this innovative and practical text focuses on critical legal topics facing secondary school boards, administrators, faculty, and the various constituencies that interact with schools on a legal basis. written with a national scope, the anthology is a valuable resource to schools and those who interact with schools anywhere in the united states. written to be paired with the state-specific supplement, this anthology uses relevant case law examples to address the following areas:¿ the system: sources of legal authority ¿ common law of torts ¿ school employee constitutional rights ¿ termination of employment ¿ employment discrimination ¿ student due process and discipline ¿ student search and seizure ¿ student expression and the first amendment ¿ student equality issues ¿ students with disabi a practical anthology of school law australia australian qld 9780974839165 david j. emmert  senior_secondary vce_hsc"
31,QLD,12,PSYCHOLOGY,9781111841935,178410202.0,"Ed psych / Jack Snowman, Rick McCown","Snowman, Jack",2013,"Book/Illustrated, Book",7.36301851272583,very relevant,,,,2013.0,"Snowman, Jack",Book/Illustrated,2010.0,"9781111841935 Ed psych / Jack Snowman, Rick McCown Snowman, Jack Book/Illustrated",0.9855072463768116,0.0482232245582882,ED PSYCH,,"Jack Snowman, Rick McCown",Cengage Learning,2012-01-01,"Created through a student-tested, faculty-approved review process with over 200 students and faculty, ED PSYCH is an engaging and accessible solution to accommodate the diverse lifestyles of today's learners. ED PSYCH has the most applied approach to educational psychology--taking complex psychology theories and demonstrating how they apply to the everyday experiences of in-service teachers. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",432.0,Education,,,en,"psychology psychology psychology psychology psychology psychology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 education education education ed psych ed psych cengage learning created through a student-tested, faculty-approved review process with over 200 students and faculty, ed psych is an engaging and accessible solution to accommodate the diverse lifestyles of today's learners. ed psych has the most applied approach to educational psychology--taking complex psychology theories and demonstrating how they apply to the everyday experiences of in-service teachers. important notice: media content referenced within the product description or the product text may not be available in the ebook version. australia australian qld 9781111841935 ed psych / jack snowman, rick mccown snowman, jack book/illustrated jack snowman, rick mccown",,senior_secondary vce_hsc,0.9516865235467548,"psychology psychology psychology psychology psychology psychology year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 education education education ed psych ed psych cengage learning created through a student-tested, faculty-approved review process with over 200 students and faculty, ed psych is an engaging and accessible solution to accommodate the diverse lifestyles of today's learners. ed psych has the most applied approach to educational psychology--taking complex psychology theories and demonstrating how they apply to the everyday experiences of in-service teachers. important notice: media content referenced within the product description or the product text may not be available in the ebook version. australia australian qld 9781111841935 ed psych / jack snowman, rick mccown snowman, jack book/illustrated jack snowman, rick mccown  senior_secondary vce_hsc"
31,QLD,12,SCIENCE,9781930882744,,,,,,,,,,,,Unknown,Unknown,,9781930882744,0.5,0.5,Student Lab Notebook,100 Spiral Bound Duplicate Pages,McNeil Publishers Hayden,,2009,,0.0,,,,en,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 student lab notebook student lab notebook 100 spiral bound duplicate pages australia australian qld 9781930882744 mcneil publishers hayden,science biology chemistry physics laboratory scientific,senior_secondary vce_hsc,0.55,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 student lab notebook student lab notebook 100 spiral bound duplicate pages australia australian qld 9781930882744 mcneil publishers hayden science biology chemistry physics laboratory scientific senior_secondary vce_hsc
31,QLD,12,SCIENCE,9780076716623,,,,,,,,,,,,Unknown,Unknown,,9780076716623,0.5,0.5,,,,,,,,,,,,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780076716623,science biology chemistry physics laboratory scientific,senior_secondary vce_hsc,0.55,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780076716623 science biology chemistry physics laboratory scientific senior_secondary vce_hsc
31,QLD,12,SCIENCE,9780076855049,,,,,,,,,,,,Unknown,Unknown,,9780076855049,0.5,0.5,,,,,,,,,,,,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780076855049,science biology chemistry physics laboratory scientific,senior_secondary vce_hsc,0.55,science science science science science science year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780076855049 science biology chemistry physics laboratory scientific senior_secondary vce_hsc
31,QLD,12,PDHPE,9780078971747,,,,,,,,,,,,Unknown,Unknown,,9780078971747,0.5,0.5,,,,,,,,,,,,pdhpe pdhpe pdhpe pdhpe pdhpe pdhpe year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780078971747,,senior_secondary vce_hsc,0.55,pdhpe pdhpe pdhpe pdhpe pdhpe pdhpe year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 australia australian qld 9780078971747  senior_secondary vce_hsc
20,NSW,12,LANGUAGES,9781876739676,176126549.0,"Ni hao 5 : student workbook, higher advanced level / by Shumang Fredlein","Fredlein, Shumang",2012,"Book/Illustrated, Book, Sound, Sound/Other sound",8.340190887451172,very relevant,,,,2012.0,"Fredlein, Shumang",Book/Illustrated,2010.0,"9781876739676 Ni hao 5 : student workbook, higher advanced level / by Shumang Fredlein Fredlein, Shumang Book/Illustrated",0.9842995169082126,0.0829083112771405,Ni Hao,Student Worbook. higher advanced level,Shumang Fredlein,,2012,,0.0,Chinese language,,,en,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 chinese language chinese language chinese language ni hao ni hao student worbook. higher advanced level australia australian nsw 9781876739676 ni hao 5 : student workbook, higher advanced level / by shumang fredlein fredlein, shumang book/illustrated shumang fredlein",,senior_secondary vce_hsc,0.7533603914092677,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 chinese language chinese language chinese language ni hao ni hao student worbook. higher advanced level australia australian nsw 9781876739676 ni hao 5 : student workbook, higher advanced level / by shumang fredlein fredlein, shumang book/illustrated shumang fredlein  senior_secondary vce_hsc"
27,ACT,11,ENGLISH,9780143039952,1101425.0,The Odyssey /  Homer ; translated by Robert Fagles ; introduction and notes by Bernard Knox,Homer,1524-2025,"Book, Book/Illustrated, Audio book, Microform, Book/Braille",26.210214614868164,very relevant,url,thumbnail,https://repository.monash.edu/files//original/cd7d0fcfc9cc587f2d84c56347a737df.jpg,1524.0,Homer,Book/Illustrated,1520.0,9780143039952 The Odyssey /  Homer ; translated by Robert Fagles ; introduction and notes by Bernard Knox Homer Book/Illustrated,0.394927536231884,0.7172112640469863,The Odyssey,,Homer,Penguin Classics,2006-10-31,"When Robert Fagles' translation of the Iliad was published in 199, critics and scholars alike hailed it as a masterpiece. Now one of the great translators of our time presents us with the Odyssey, Homer's best-loved poem, recounting Odysseus' wanderings after the Trojan War. With wit and wile, the 'man of twists and turns' meets the challenges of gods and monsters, only to return after twenty years to a home besieged by his wife's suitors. In the myths and legends retold in this immortal poem, Fagles has captured the energy of Homer's original in a bold, contemporary idiom.",568.0,Fiction,,,en,"english english english english english english year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 fiction fiction fiction the odyssey the odyssey penguin classics when robert fagles' translation of the iliad was published in 199, critics and scholars alike hailed it as a masterpiece. now one of the great translators of our time presents us with the odyssey, homer's best-loved poem, recounting odysseus' wanderings after the trojan war. with wit and wile, the 'man of twists and turns' meets the challenges of gods and monsters, only to return after twenty years to a home besieged by his wife's suitors. in the myths and legends retold in this immortal poem, fagles has captured the energy of homer's original in a bold, contemporary idiom. australia australian act 9780143039952 the odyssey /  homer ; translated by robert fagles ; introduction and notes by bernard knox homer book/illustrated homer",english literature writing reading language literacy,senior_secondary vce_hsc,0.8556069400139434,"english english english english english english year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 year 11 grade 11 level 11 fiction fiction fiction the odyssey the odyssey penguin classics when robert fagles' translation of the iliad was published in 199, critics and scholars alike hailed it as a masterpiece. now one of the great translators of our time presents us with the odyssey, homer's best-loved poem, recounting odysseus' wanderings after the trojan war. with wit and wile, the 'man of twists and turns' meets the challenges of gods and monsters, only to return after twenty years to a home besieged by his wife's suitors. in the myths and legends retold in this immortal poem, fagles has captured the energy of homer's original in a bold, contemporary idiom. australia australian act 9780143039952 the odyssey /  homer ; translated by robert fagles ; introduction and notes by bernard knox homer book/illustrated homer english literature writing reading language literacy senior_secondary vce_hsc"
31,QLD,12,LANGUAGES,9780199298525,19542063.0,"Oxford beginners Japanese dictionary /  edited by Jonathan Bunt, with Gillian Hall","Bunt, Jonathan",2006,Book,10.45471477508545,very relevant,url,restricted,http://www.loc.gov/catdir/enhancements/fy0725/2006046440-d.html,2006.0,"Bunt, Jonathan",Book,2000.0,"9780199298525 Oxford beginners Japanese dictionary /  edited by Jonathan Bunt, with Gillian Hall Bunt, Jonathan Book",0.9770531400966184,0.1579641011343745,Oxford Beginner's Japanese Dictionary,,"Jonathan Bunt, Gillian Hall",OXFORD University Press,2006,"Contains entries in both Japanese and English for words that are useful for travel, work, or education in Japan.",464.0,Foreign Language Study,5.0,2.0,en,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 foreign language study foreign language study foreign language study oxford beginner's japanese dictionary oxford beginner's japanese dictionary oxford university press contains entries in both japanese and english for words that are useful for travel, work, or education in japan. australia australian qld 9780199298525 oxford beginners japanese dictionary /  edited by jonathan bunt, with gillian hall bunt, jonathan book jonathan bunt, gillian hall",,senior_secondary vce_hsc,0.8567508620615495,"languages languages languages languages languages languages year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 foreign language study foreign language study foreign language study oxford beginner's japanese dictionary oxford beginner's japanese dictionary oxford university press contains entries in both japanese and english for words that are useful for travel, work, or education in japan. australia australian qld 9780199298525 oxford beginners japanese dictionary /  edited by jonathan bunt, with gillian hall bunt, jonathan book jonathan bunt, gillian hall  senior_secondary vce_hsc"
31,QLD,12,MATHEMATICS,9781488621475,237054860.0,Pearson specialist mathematics Queensland 12 /  Amy Hawke [and 4 others],"Hawke, Amy",2019,"Book, Book/Illustrated",9.114736557006836,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1638539998-t,2019.0,"Hawke, Amy",Book/Illustrated,2010.0,"9781488621475 Pearson specialist mathematics Queensland 12 /  Amy Hawke [and 4 others] Hawke, Amy Book/Illustrated",0.9927536231884058,0.1104010898401866,Pearson Specialist Mathematics Queensland 12 Exam Preparation Workbook,,Amy Hawke,,2019-05-28,"The Exam Preparation Workbook (Year 12 only), prepares students for external exams by taking them through actual past Victorian external exam questions. They have been constructed to guide students through a sequence of preparatory steps and build confidence leading up to the external exams. Fully worked solutions, notes on common errors to be aware of and commentary from the Victorian examiner's report are included for each question.",200.0,,,,en,"mathematics mathematics mathematics mathematics mathematics mathematics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 pearson specialist mathematics queensland 12 exam preparation workbook pearson specialist mathematics queensland 12 exam preparation workbook the exam preparation workbook (year 12 only), prepares students for external exams by taking them through actual past victorian external exam questions. they have been constructed to guide students through a sequence of preparatory steps and build confidence leading up to the external exams. fully worked solutions, notes on common errors to be aware of and commentary from the victorian examiner's report are included for each question. australia australian qld 9781488621475 pearson specialist mathematics queensland 12 /  amy hawke [and 4 others] hawke, amy book/illustrated amy hawke",mathematics algebra calculus geometry statistics numerical,senior_secondary vce_hsc,1.0,"mathematics mathematics mathematics mathematics mathematics mathematics year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 year 12 grade 12 level 12 pearson specialist mathematics queensland 12 exam preparation workbook pearson specialist mathematics queensland 12 exam preparation workbook the exam preparation workbook (year 12 only), prepares students for external exams by taking them through actual past victorian external exam questions. they have been constructed to guide students through a sequence of preparatory steps and build confidence leading up to the external exams. fully worked solutions, notes on common errors to be aware of and commentary from the victorian examiner's report are included for each question. australia australian qld 9781488621475 pearson specialist mathematics queensland 12 /  amy hawke [and 4 others] hawke, amy book/illustrated amy hawke mathematics algebra calculus geometry statistics numerical senior_secondary vce_hsc"
