School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language
5,VIC,7,MATHEMATICS,9780190308285,191119468.0,"MyMaths 7 / Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell","Nolan, Jennifer",2014-2016,"Book, Book/Illustrated",9.763036727905272,very relevant,,,,2014.0,"Nolan, Jennifer",Book/Illustrated,2010.0,"9780190308285 MyMaths 7 / Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell Nolan, Jennifer Book/Illustrated",0.9867149758454108,0.1334127387867497,Mymaths 7 Victorian Curriculum,,"Jennifer Nolan, Melanie Koestveld, Sonja Stambulic, Robert Bell",,2016,,,Mathematics,,,en
5,VIC,7,MATHEMATICS,9780190308322,191119467.0,"My maths 8 /  authors: Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell","Nolan, Jennifer",2015-2016,"Book, Book/Illustrated",9.286694526672363,very relevant,,,,2015.0,"Nolan, Jennifer",Book/Illustrated,2010.0,"9780190308322 My maths 8 /  authors: Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell Nolan, Jennifer Book/Illustrated",0.9879227053140096,0.1165048001415784,Mymaths 8 Victorian Curriculum,,"Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell",,2016,,,Mathematics,,,en
7,VIC,7,ENGLISH,9780141359410,5756946.0,Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah,"Mah, Adeline Yen, 1937-",1999-2023,"Book, Book/Illustrated, Audio book, Book/Braille, Article/Working paper",20.609861373901367,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-349531704-t,1999.0,"Mah, Adeline Yen, 1937-",Book/Illustrated,1990.0,"9780141359410 Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah Mah, Adeline Yen, 1937- Book/Illustrated",0.9685990338164252,0.5184247010583046,Chinese Cinderella,,Adeline Yen Mah,Puffin Books,2015-07-02,"A riveting memoir of a girl's painful coming-of-age in a wealthy Chinese family during the 1940s. A Chinese proverb says, ""Falling leaves return to their roots."" In Chinese Cinderella, Adeline Yen Mah returns to her roots to tell the story of her painful childhood and her ultimate triumph and courage in the face of despair. Adeline's affluent, powerful family considers her bad luck after her mother dies giving birth to her. Life does not get any easier when her father remarries. She and her siblings are subjected to the disdain of her stepmother, while her stepbrother and stepsister are spoiled. Although Adeline wins prizes at school, they are not enough to compensate for what she really yearns for -- the love and understanding of her family. Following the success of the critically acclaimed adult bestseller Falling Leaves, this memoir is a moving telling of the classic Cinderella story, with Adeline Yen Mah providing her own courageous voice. Includes 6-page photo insert. From the Paperback edition.",0.0,Juvenile Nonfiction,,,en
7,VIC,7,ENGLISH,9780141359410,5756946.0,Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah,"Mah, Adeline Yen, 1937-",1999-2023,"Book, Book/Illustrated, Audio book, Book/Braille, Article/Working paper",20.609861373901367,very relevant,url,restricted,https://nla.gov.au/nla.obj-349531704,1999.0,"Mah, Adeline Yen, 1937-",Book/Illustrated,1990.0,"9780141359410 Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah Mah, Adeline Yen, 1937- Book/Illustrated",0.9685990338164252,0.5184247010583046,Chinese Cinderella,,Adeline Yen Mah,Puffin Books,2015-07-02,"A riveting memoir of a girl's painful coming-of-age in a wealthy Chinese family during the 1940s. A Chinese proverb says, ""Falling leaves return to their roots."" In Chinese Cinderella, Adeline Yen Mah returns to her roots to tell the story of her painful childhood and her ultimate triumph and courage in the face of despair. Adeline's affluent, powerful family considers her bad luck after her mother dies giving birth to her. Life does not get any easier when her father remarries. She and her siblings are subjected to the disdain of her stepmother, while her stepbrother and stepsister are spoiled. Although Adeline wins prizes at school, they are not enough to compensate for what she really yearns for -- the love and understanding of her family. Following the success of the critically acclaimed adult bestseller Falling Leaves, this memoir is a moving telling of the classic Cinderella story, with Adeline Yen Mah providing her own courageous voice. Includes 6-page photo insert. From the Paperback edition.",0.0,Juvenile Nonfiction,,,en
7,VIC,7,ENGLISH,9781907127281,153910357.0,"A midsummer night's dream :  the graphic novel : original text /  [based on the play by] William Shakespeare ; script adaptation, John McDonald ; characters & artwork, Jason Cardy & Kat Nicholson ; editor in chief, Clive Bryant","McDonald, John",2011-2012,"Book, Book/Illustrated",8.935046195983887,very relevant,,,,2011.0,"McDonald, John",Book/Illustrated,2010.0,"9781907127281 A midsummer night's dream :  the graphic novel : original text /  [based on the play by] William Shakespeare ; script adaptation, John McDonald ; characters & artwork, Jason Cardy & Kat Nicholson ; editor in chief, Clive Bryant McDonald, John Book/Illustrated",0.9830917874396136,0.1040229155120649,A Midsummer Night's Dream the Graphic Novel: Original Text,,"William Shakespeare, John McDonald","Classical Comics, Limited",2011-09,"The entire Shakespeare play, unabridged, as a full color graphic novel.",0.0,COMICS & GRAPHIC NOVELS,,,en
10,VIC,7,MATHEMATICS,9781108772631,235592959.0,Essential Mathematics for the Victorian Curriculum Year 7 Second Edition : digital bundle (with hotmaths) / Cambridge University Press,,2019,Book,6.004440307617188,very relevant,,,,2019.0,Unknown,Book,2010.0,9781108772631 Essential Mathematics for the Victorian Curriculum Year 7 Second Edition : digital bundle (with hotmaths) / Cambridge University Press Book,0.9927536231884058,0.0,Essential Mathematics for the Victorian Curriculum Year 7 Second Edition,Digital Bundle (with Hotmaths),,,2019,,,,,,en
10,VIC,7,ENGLISH,9780007141425,190834677.0,The giver /  Lois Lowry,"Lowry, Lois",1993-2025,"Book, Book/Illustrated, Audio book, Government publication, Book/Large print",18.050540924072266,very relevant,url,thumbnail,http://images.contentreserve.com/ImageType-200/0874-1/%7B2285E357-9DD5-44B9-9DAB-AE6611BAFDC8%7DImg200.jpg,1993.0,"Lowry, Lois",Book/Illustrated,1990.0,"9780007141425 The giver /  Lois Lowry Lowry, Lois Book/Illustrated",0.961352657004831,0.4275806964182783,The Giver,,Lois Lowry,,2003-01-01,"YA. It's a perfect world, where everything looks right. But ugly truths lie beneath. In a future society, life appears civilized and ordered. But when 12-year-old Jonas is given the job of 'Receiver of Memories' he realises the horrible truth that lies behind the perfect facade. 11 yrs+",219.0,English fiction,,,en
10,VIC,7,ENGLISH,9780007141425,190834677.0,The giver /  Lois Lowry,"Lowry, Lois",1993-2025,"Book, Book/Illustrated, Audio book, Government publication, Book/Large print",18.050540924072266,very relevant,url,restricted,http://hoodcolib.lib.overdrive.com/ContentDetails.htm?ID=66874492-3F83-4F66-A3B0-354D0D8D5A78,1993.0,"Lowry, Lois",Book/Illustrated,1990.0,"9780007141425 The giver /  Lois Lowry Lowry, Lois Book/Illustrated",0.961352657004831,0.4275806964182783,The Giver,,Lois Lowry,,2003-01-01,"YA. It's a perfect world, where everything looks right. But ugly truths lie beneath. In a future society, life appears civilized and ordered. But when 12-year-old Jonas is given the job of 'Receiver of Memories' he realises the horrible truth that lies behind the perfect facade. 11 yrs+",219.0,English fiction,,,en
10,VIC,7,ENGLISH,9780007141425,31891724.0,The giver /  Lois Lowry,"Lowry, Lois",1993-2014,"Book, Audio book, Book/Illustrated, Sound, Sound/Recorded music",16.188570022583008,very relevant,url,restricted,http://openlibrary.org/books/OL24950859M,1993.0,"Lowry, Lois",Book/Illustrated,1990.0,"9780007141425 The giver /  Lois Lowry Lowry, Lois Book/Illustrated",0.961352657004831,0.3614893661099619,The Giver,,Lois Lowry,,2003-01-01,"YA. It's a perfect world, where everything looks right. But ugly truths lie beneath. In a future society, life appears civilized and ordered. But when 12-year-old Jonas is given the job of 'Receiver of Memories' he realises the horrible truth that lies behind the perfect facade. 11 yrs+",219.0,English fiction,,,en
10,VIC,7,LANGUAGES,9780932416353,248527051.0,Geōgraphia tēs Helladas :  A geography of Greece /  by Theodore C. Papaloizos,"Papaloizos, Theodore C.,  1923-2021",1986,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,1986.0,"Papaloizos, Theodore C., 1923-2021",Book/Illustrated,1980.0,"9780932416353 Geōgraphia tēs Helladas :  A geography of Greece /  by Theodore C. Papaloizos Papaloizos, Theodore C., 1923-2021 Book/Illustrated",0.9528985507246376,0.0139869515170873,Geography of Greece,,Theodore C. Papaloizos,Papaloizos Pub: Greek123,1999,,125.0,Business & Economics,,,el
10,VIC,7,HUMANITIES,9780730372837,238034645.0,Jacaranda Humanities Alive 7 VC 2E,"Darlington, Robert",2020,"Book, Book/Illustrated",9.286694526672363,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3337203432-t,2020.0,"Darlington, Robert",Book/Illustrated,2020.0,"9780730372837 Jacaranda Humanities Alive 7 VC 2E Darlington, Robert Book/Illustrated",0.9939613526570048,0.1165048001415784,"Jacaranda Humanities Alive 7 Victorian Curriculum, LearnON and Print",,"Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Ben Rood, Cathy Bedson, Anne Low, Simon Phelan",John Wiley & Sons,2019-11-13,"Jacaranda Humanities Alive 7 Victorian Curriculum, 2nd Edition learnON & Print This combined print and digital title provides 100% coverage of the Victorian Curriculum for Humanities. The textbook comes with a complimentary activation code for learnON, the powerful digital learning platform making learning personalised and visible for both students and teachers. The latest editions of Jacaranda Humanities Alive Victorian Curriculum series include these key features: Choice - four titles in one, or single-subject titles teachON - video lessons by Victoria's best teachers, teaching advice and lesson plans learnON - our most powerful digital learning platform An immersive digital platform in which students and teachers are connected Rich media to engage and inspire Immediate, corrective feedback for students and an in-built testmaker for teachers to create assignments from a large pool of questions for immediate, spaced and mixed practice. Results reported against skills and content allow unmatched visibility of students' progress. Thinking Big research projects - creative, imaginative, collaborative activities SkillBuilders - Tell me, Show me, Let me do it! For teachers, learnON includes additional teacher resources such as quarantined questions and answers, curriculum grids and work programs.",723.0,Juvenile Nonfiction,,,en
10,VIC,7,HUMANITIES,9780730372837,238034645.0,Jacaranda Humanities Alive 7 VC 2E,"Darlington, Robert",2020,"Book, Book/Illustrated",9.286694526672363,very relevant,url,restricted,https://nla.gov.au/nla.obj-3337203432,2020.0,"Darlington, Robert",Book/Illustrated,2020.0,"9780730372837 Jacaranda Humanities Alive 7 VC 2E Darlington, Robert Book/Illustrated",0.9939613526570048,0.1165048001415784,"Jacaranda Humanities Alive 7 Victorian Curriculum, LearnON and Print",,"Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Ben Rood, Cathy Bedson, Anne Low, Simon Phelan",John Wiley & Sons,2019-11-13,"Jacaranda Humanities Alive 7 Victorian Curriculum, 2nd Edition learnON & Print This combined print and digital title provides 100% coverage of the Victorian Curriculum for Humanities. The textbook comes with a complimentary activation code for learnON, the powerful digital learning platform making learning personalised and visible for both students and teachers. The latest editions of Jacaranda Humanities Alive Victorian Curriculum series include these key features: Choice - four titles in one, or single-subject titles teachON - video lessons by Victoria's best teachers, teaching advice and lesson plans learnON - our most powerful digital learning platform An immersive digital platform in which students and teachers are connected Rich media to engage and inspire Immediate, corrective feedback for students and an in-built testmaker for teachers to create assignments from a large pool of questions for immediate, spaced and mixed practice. Results reported against skills and content allow unmatched visibility of students' progress. Thinking Big research projects - creative, imaginative, collaborative activities SkillBuilders - Tell me, Show me, Let me do it! For teachers, learnON includes additional teacher resources such as quarantined questions and answers, curriculum grids and work programs.",723.0,Juvenile Nonfiction,,,en
10,VIC,7,MUSIC,9781785583575,230512578.0,How to blitz! beginner theory : perfect preparation for any theory syllabus in the UK / by Samantha Coates,"Coates, Samantha",2016,"Book/Illustrated, Book",6.004440307617188,very relevant,,,,2016.0,"Coates, Samantha",Book/Illustrated,2010.0,"9781785583575 How to blitz! beginner theory : perfect preparation for any theory syllabus in the UK / by Samantha Coates Coates, Samantha Book/Illustrated",0.9891304347826086,0.0,How to Blitz Beginner Theory Book,,,,2016-10-12,,,,,,en
10,VIC,7,ENGLISH,9781441175410,36720909.0,America's film legacy :  the authoritative guide to the landmark movies in the National Film Registry /  Daniel Eagan,"Eagan, Daniel",2009-2010,"Book, Book/Illustrated",9.91048812866211,very relevant,url,restricted,http://openlibrary.org/books/OL24022746M,2009.0,"Eagan, Daniel",Book/Illustrated,2000.0,"9781441175410 America's film legacy :  the authoritative guide to the landmark movies in the National Film Registry /  Daniel Eagan Eagan, Daniel Book/Illustrated",0.9806763285024156,0.1386465795648465,America's Film Legacy,The Authoritative Guide to the Landmark Movies in the National Film Registry,Daniel Eagan,Bloomsbury Publishing USA,2009-11-26,"America's Film Legacy is a guide to the most significant films ever made in the United States. Unlike opinionated ""Top 100"" and arbitrary ""Best of"" lists, these are the real thing: groundbreaking films that make up the backbone of American cinema. Some are well-known, such as Citizen Kane, The Jazz Singer, All Quiet on the Western Front, The Birth of a Nation, and Boyz n the Hood. Others are more obscure, such as Blacksmith Scene, The Blue Bird, The Docks of New York, Star Theatre, and A Bronx Morning. Daniel Eagan's beautifully written and authoritative book is for anyone who loves American movies and who wants to learn more about them.",847.0,Performing Arts,,,en
10,VIC,7,ENGLISH,9780730362616,,,,,,,,,,,,Unknown,Unknown,,9780730362616,0.5,0.5,Jacaranda Health and Physical Education 7 and 8,,Jacaranda,Jacaranda,2018-10,,,,,,en
10,VIC,7,LANGUAGES,9780198603276,6836891.0,"The pocket Oxford Greek dictionary :  Greek-English, English-Greek /  compiled by J.T. Pring","Pring, Julian T. (Julian Talbot)",1995-2000,"Book, Government publication",12.834980964660645,very relevant,url,restricted,http://catdir.loc.gov/catdir/enhancements/fy0611/2001268021-t.html,1995.0,"Pring, Julian T. (Julian Talbot)",Book,1990.0,"9780198603276 The pocket Oxford Greek dictionary :  Greek-English, English-Greek /  compiled by J.T. Pring Pring, Julian T. (Julian Talbot) Book",0.9637681159420288,0.2424525100730463,The Pocket Oxford Greek Dictionary,"Greek-English, English-Greek",,"Oxford University Press, USA",2000,"This dictionary provides clear guidance on selecting the most appropriate translation through illustrative examples, with an extensive introduction explaining the history of the Greek language, Modern Greek vocabulary, and pronunciation. Features: Two way: Greek-English/English-GreekOver 67,000 words and phrases, and 82,000 translations10-page list of principle parts of Greek verbs.",0.0,English language,,,el
10,VIC,7,LANGUAGES,9780732979966,33876783.0,My alphabet scrapbook for New South Wales,"Curtis, Neil,1950-2006",2001,"Book/Illustrated, Book",7.36301851272583,very relevant,,,,2001.0,"Curtis, Neil,1950-2006",Book/Illustrated,2000.0,"9780732979966 My alphabet scrapbook for New South Wales Curtis, Neil,1950-2006 Book/Illustrated",0.9710144927536232,0.0482232245582882,My Alphabet Scrapbook for New South Wales,,"Jay Dale, Elizabeth Dobbie-O'Hanrahan",Macmillan Education AU,2001,"""Why spend hours photocopying handwriting sheets and thinking up activities when this scrapbook has done all the work for you?For each letter of the alphabet, the book provides pages to paste in or draw things that begin with that letter. Accompanying this is a writing practice page reinforcing correct formation. Teaching notes are provided.",60.0,Juvenile Nonfiction,,,en
10,VIC,7,LANGUAGES,9789607914385,154106892.0,Communicate in Greek for beginners / Kleanthes & Frosso Arvanitakis,"Arvanitakēs, Kleanthēs",2010-2012,"Book, Book/Illustrated, Sound, Sound/Other sound",8.746767044067383,very relevant,url,restricted,http://openlibrary.org/books/OL39203247M,2010.0,"Arvanitakēs, Kleanthēs",Book/Illustrated,2010.0,"9789607914385 Communicate in Greek for beginners / Kleanthes & Frosso Arvanitakis Arvanitakēs, Kleanthēs Book/Illustrated",0.9818840579710144,0.0973398789460635,Communicate in Greek for Beginners. Pack,,"Kleanthēs Arvanitakēs, Phrosō Arvanitakē",,2010,,297.0,English language,,,el
10,VIC,7,SCIENCE,9780730348573,7501049.0,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3340424253-t,1996.0,"Lofts, Graeme",Book/Illustrated,1990.0,"9780730348573 Science quest. Graeme Lofts, Merrin J. Evergreen Lofts, Graeme Book/Illustrated",0.964975845410628,0.5396166548616895,Jacaranda Science Quest 7 for Victoria Australian Curriculum 1E (Revised) LearnON and Print,,"Graeme Lofts, Merrin J. Evergreen",Jacaranda,2017-11-14,Secondary studies - science textbook.,400.0,Science,,,en
10,VIC,7,SCIENCE,9780730348573,7501049.0,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,restricted,https://nla.gov.au/nla.obj-3340424320,1996.0,"Lofts, Graeme",Book/Illustrated,1990.0,"9780730348573 Science quest. Graeme Lofts, Merrin J. Evergreen Lofts, Graeme Book/Illustrated",0.964975845410628,0.5396166548616895,Jacaranda Science Quest 7 for Victoria Australian Curriculum 1E (Revised) LearnON and Print,,"Graeme Lofts, Merrin J. Evergreen",Jacaranda,2017-11-14,Secondary studies - science textbook.,400.0,Science,,,en
10,VIC,7,LANGUAGES,9780730389422,209607259.0,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231444,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3346908557-t,2009.0,"Chapman, Stephen",Book/Illustrated,2000.0,"9780730389422 Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E Chapman, Stephen Book/Illustrated",0.9806763285024156,0.2051350499769609,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
10,VIC,7,LANGUAGES,9780730389422,209607259.0,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231444,very relevant,url,restricted,https://nla.gov.au/nla.obj-3346908557,2009.0,"Chapman, Stephen",Book/Illustrated,2000.0,"9780730389422 Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E Chapman, Stephen Book/Illustrated",0.9806763285024156,0.2051350499769609,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
10,VIC,7,LANGUAGES,9780730389422,245993947.0,"Key concepts in VCE business management. Stephen Chapman, Vlad Dumovic, Helen Rabenda, Matt Richardson, Graeme Smithies",Stephen Chapman,2014,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2014.0,Stephen Chapman,Book/Illustrated,2010.0,"9780730389422 Key concepts in VCE business management. Stephen Chapman, Vlad Dumovic, Helen Rabenda, Matt Richardson, Graeme Smithies Stephen Chapman Book/Illustrated",0.9867149758454108,0.0139869515170873,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,,"Stephen J. Chapman, Vladimir Dumovic, Matthew Richardson, Graeme Smithies",Jacaranda,2021-01-06,,,,,,en
6,VIC,7,ENGLISH,9780730382133,37164263.0,"Macquarie pocket dictionary /  Susan Butler, executive editor ; Alison Moore, general editor","Butler, Susan",2010-2020,"Book, Book/Illustrated",10.940078735351562,very relevant,,,,2010.0,"Butler, Susan",Book/Illustrated,2010.0,"9780730382133 Macquarie pocket dictionary /  Susan Butler, executive editor ; Alison Moore, general editor Butler, Susan Book/Illustrated",0.9818840579710144,0.1751922703780738,Macquarie Pocket Dictionary 5E,,Macquarie Staff,,2019-11,"This fifth edition of the Macquarie Pocket Dictionary belongs to the proud pedigree of the Macquarie Dictionary, widely recognised as Australia's national dictionary. The highly successful Pocket draws on the same research and lexical database to create the most authoritative, up-to-date and definitive record of Australian English currently available in a pocket format. Written in a clear and accessible style for a home, school and office audience, the Pocket contains: more than 50 000 headwords, phrases and run-on headwords; more than 80 000 definitions; more than 1000 new entries, such as acai berry, bae, cryptocurrency, eSport, keep cup and Mx; more than 6000 encyclopedic entries, including new entries such as Brexit, Morrison, palawa kani and Rohingya; extensive coverage of specialist categories, useful etymologies and illustrative phrases; an easy-to-follow pronunciation system; appendixes on grammar, punctuation and measurement, along with other useful reference lists. Macquarie Pocket Dictionary - the up-to-date, authoritative guide to Australian English in a compact and durable format. Get a BONUS Macquarie Pocket Thesaurus with every Macquarie Pocket Dictionary!",,,,,en
6,VIC,7,ENGLISH,9780730382133,38845438.0,"Macquarie pocket thesaurus /  general editors : Richard Tardif, Susan Butler","Butler, Susan,  1948-",2010,Book,9.114736557006836,very relevant,,,,2010.0,"Butler, Susan, 1948-",Book,2010.0,"9780730382133 Macquarie pocket thesaurus /  general editors : Richard Tardif, Susan Butler Butler, Susan, 1948- Book",0.9818840579710144,0.1104010898401866,Macquarie Pocket Dictionary 5E,,Macquarie Staff,,2019-11,"This fifth edition of the Macquarie Pocket Dictionary belongs to the proud pedigree of the Macquarie Dictionary, widely recognised as Australia's national dictionary. The highly successful Pocket draws on the same research and lexical database to create the most authoritative, up-to-date and definitive record of Australian English currently available in a pocket format. Written in a clear and accessible style for a home, school and office audience, the Pocket contains: more than 50 000 headwords, phrases and run-on headwords; more than 80 000 definitions; more than 1000 new entries, such as acai berry, bae, cryptocurrency, eSport, keep cup and Mx; more than 6000 encyclopedic entries, including new entries such as Brexit, Morrison, palawa kani and Rohingya; extensive coverage of specialist categories, useful etymologies and illustrative phrases; an easy-to-follow pronunciation system; appendixes on grammar, punctuation and measurement, along with other useful reference lists. Macquarie Pocket Dictionary - the up-to-date, authoritative guide to Australian English in a compact and durable format. Get a BONUS Macquarie Pocket Thesaurus with every Macquarie Pocket Dictionary!",,,,,en
6,VIC,7,ENGLISH,9780730382133,237429165.0,Macquarie Pocket Dictionary 5E,Macquarie Staff,2019,Book,6.004440307617188,very relevant,,,,2019.0,Macquarie Staff,Book,2010.0,9780730382133 Macquarie Pocket Dictionary 5E Macquarie Staff Book,0.9927536231884058,0.0,Macquarie Pocket Dictionary 5E,,Macquarie Staff,,2019-11,"This fifth edition of the Macquarie Pocket Dictionary belongs to the proud pedigree of the Macquarie Dictionary, widely recognised as Australia's national dictionary. The highly successful Pocket draws on the same research and lexical database to create the most authoritative, up-to-date and definitive record of Australian English currently available in a pocket format. Written in a clear and accessible style for a home, school and office audience, the Pocket contains: more than 50 000 headwords, phrases and run-on headwords; more than 80 000 definitions; more than 1000 new entries, such as acai berry, bae, cryptocurrency, eSport, keep cup and Mx; more than 6000 encyclopedic entries, including new entries such as Brexit, Morrison, palawa kani and Rohingya; extensive coverage of specialist categories, useful etymologies and illustrative phrases; an easy-to-follow pronunciation system; appendixes on grammar, punctuation and measurement, along with other useful reference lists. Macquarie Pocket Dictionary - the up-to-date, authoritative guide to Australian English in a compact and durable format. Get a BONUS Macquarie Pocket Thesaurus with every Macquarie Pocket Dictionary!",,,,,en
6,VIC,7,ENGLISH,9780730382133,246481332.0,Macquarie Pocket Dictionary + Thesaurus 5E / Macquarie,Macquarie,2019,Book,6.004440307617188,very relevant,,,,2019.0,Macquarie,Book,2010.0,9780730382133 Macquarie Pocket Dictionary + Thesaurus 5E / Macquarie Macquarie Book,0.9927536231884058,0.0,Macquarie Pocket Dictionary 5E,,Macquarie Staff,,2019-11,"This fifth edition of the Macquarie Pocket Dictionary belongs to the proud pedigree of the Macquarie Dictionary, widely recognised as Australia's national dictionary. The highly successful Pocket draws on the same research and lexical database to create the most authoritative, up-to-date and definitive record of Australian English currently available in a pocket format. Written in a clear and accessible style for a home, school and office audience, the Pocket contains: more than 50 000 headwords, phrases and run-on headwords; more than 80 000 definitions; more than 1000 new entries, such as acai berry, bae, cryptocurrency, eSport, keep cup and Mx; more than 6000 encyclopedic entries, including new entries such as Brexit, Morrison, palawa kani and Rohingya; extensive coverage of specialist categories, useful etymologies and illustrative phrases; an easy-to-follow pronunciation system; appendixes on grammar, punctuation and measurement, along with other useful reference lists. Macquarie Pocket Dictionary - the up-to-date, authoritative guide to Australian English in a compact and durable format. Get a BONUS Macquarie Pocket Thesaurus with every Macquarie Pocket Dictionary!",,,,,en
6,VIC,7,ENGLISH,9780380807345,11209433.0,Coraline /  Neil Gaiman ; illustrated by Chris Riddell,"Gaiman, Neil",2002-2023,"Book, Book/Illustrated, Audio book, Book/Large print, Conference Proceedings",22.510358810424805,very relevant,url,restricted,http://openlibrary.org/books/OL18665703M,2002.0,"Gaiman, Neil",Book/Illustrated,2000.0,"9780380807345 Coraline /  Neil Gaiman ; illustrated by Chris Riddell Gaiman, Neil Book/Illustrated",0.9722222222222222,0.5858835446561909,Coraline 10th Anniversary Edition,,Neil Gaiman,Harper Collins,2012-04-24,"""Coraline discovered the door a little while after they moved into the house. . . ."" When Coraline steps through a door to find another house strangely similar to her own (only better), things seem marvelous. But there's another mother there, and another father, and they want her to stay and be their little girl. They want to change her and never let her go. Coraline will have to fight with all her wit and courage if she is to save herself and return to her ordinary life. Celebrating ten years of Neil Gaiman's first modern classic for young readers, this edition is enriched with a brand-new foreword from the author, a reader's guide, and more.",180.0,Juvenile Fiction,4.0,115.0,en
6,VIC,7,SCIENCE,9780190306861,207307691.0,Oxford science 7 : Victorian curriculum / Helen Silvester,"Silvester, Helen, (Science teacher)",2016-2021,"Book/Illustrated, Book",8.119243621826172,very relevant,,,,2016.0,"Silvester, Helen, (Science teacher)",Book/Illustrated,2010.0,"9780190306861 Oxford science 7 : Victorian curriculum / Helen Silvester Silvester, Helen, (Science teacher) Book/Illustrated",0.9891304347826086,0.0750657082045245,Oxford Science 7,Victorian Curriculum,Helen Silvester,,2016,,,Science,,,en
6,VIC,7,SCIENCE,9780190306861,207307691.0,Oxford science 7 : Victorian curriculum / Helen Silvester,"Silvester, Helen, (Science teacher)",2016-2021,"Book/Illustrated, Book",8.119243621826172,very relevant,,,,2016.0,"Silvester, Helen, (Science teacher)",Book/Illustrated,2010.0,"9780190306861 Oxford science 7 : Victorian curriculum / Helen Silvester Silvester, Helen, (Science teacher) Book/Illustrated",0.9891304347826086,0.0750657082045245,Oxford Science 7,Victorian Curriculum,Helen Silvester,,2016,,,Science,,,en
6,VIC,7,MATHEMATICS,9781108772631,235592959.0,Essential Mathematics for the Victorian Curriculum Year 7 Second Edition : digital bundle (with hotmaths) / Cambridge University Press,,2019,Book,6.004440307617188,very relevant,,,,2019.0,Unknown,Book,2010.0,9781108772631 Essential Mathematics for the Victorian Curriculum Year 7 Second Edition : digital bundle (with hotmaths) / Cambridge University Press Book,0.9927536231884058,0.0,Essential Mathematics for the Victorian Curriculum Year 7 Second Edition,Digital Bundle (with Hotmaths),,,2019,,,,,,en
6,VIC,7,SCIENCE,9780975835807,20280033.0,Science student's practical exercise book / Francis Pereira,"Pereira, Francis",2006,Book,6.004440307617188,very relevant,,,,2006.0,"Pereira, Francis",Book,2000.0,"9780975835807 Science student's practical exercise book / Francis Pereira Pereira, Francis Book",0.9770531400966184,0.0,Science Student's Practical Exercise Book,,Francis Pereira,,2005,,48.0,Science,,,en
